,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,astrometric_n_good_obs_al,astrometric_gof_al,astrometric_chi2_al,visibility_periods_used,phot_g_mean_flux_over_error,phot_g_mean_mag,phot_bp_mean_flux_over_error,phot_rp_mean_flux_over_error,phot_bp_rp_excess_factor,bp_rp,bp_g,g_rp,radial_velocity,radial_velocity_error
84,3015649443653596288,84.60851477875099,0.0684245646889098,-7.63309133630621,0.07391657394117968,2.3757003295310986,0.09547994079121006,-0.7289416981300862,0.1548799162240463,-0.16221215604420047,0.1473339826001414,205,31.51041,1721.099,13,1189.1729,15.068089,147.17503,169.33391,1.515644,2.7883606,1.5450001,1.2433605,,
85,3015697959604175616,84.47194112426445,0.11821323705955612,-7.562467831444801,0.12094047129469701,2.5222823505807663,0.1545431994076849,1.446219552035571,0.3027001376365251,-1.0573826549382372,0.2618965655814317,202,5.133384,316.55667,13,556.61194,17.839155,15.827989,144.42967,1.6609468,3.3546906,1.9592323,1.3954582,,
86,3015699127835266944,84.636214539234,0.06296500164282787,-7.514480314149689,0.061576799584014213,2.340321892859843,0.08031451078226852,1.211854275684001,0.15736909389040196,-0.27812826152600595,0.14516397543613943,175,8.222846,370.0448,12,128.03333,16.110275,35.589104,43.315475,1.547134,3.0607452,1.7666035,1.2941418,,
87,3015705106429904256,84.51742091944392,0.061104726449219215,-7.367879949905247,0.06316763412227065,2.613205103534895,0.08568367925893801,1.008032833845614,0.15128493977014276,0.11872503263464126,0.13979337868629266,168,8.266235,361.3046,11,148.96286,16.143797,48.544125,60.079826,1.5210291,2.5442286,1.3284702,1.2157583,,
88,3015710878865725312,84.04879613967222,0.07592749639715121,-7.5030700561305625,0.08643601589002696,2.3522208959509827,0.11395251222412432,1.7729778627578077,0.17547013655403765,0.4049224291819393,0.18023073133193984,211,3.8126693,292.64093,13,764.9689,17.309513,44.397995,264.4128,1.5684662,3.1182365,1.8040009,1.3142357,,
89,3015714967674577024,84.40421605965872,0.08586138469523241,-7.404653428447341,0.09369352449396572,2.3313023998277065,0.1299682791456995,2.673632201565555,0.20392727424109752,-4.803214782134946,0.18528207738064573,196,5.036637,306.40594,13,57.927097,17.33372,12.064767,16.462454,1.6603833,2.7981215,1.4545994,1.3435221,,
90,3015719468800302720,84.33293122047787,0.10507119304599005,-7.31606870307584,0.1123859242628895,2.1479152310249257,0.14613047334190088,0.06963379550251228,0.24113520249394355,0.18246269053402878,0.2232771249359164,189,19.57713,871.1282,13,214.6144,16.519653,21.115868,63.2999,1.6721323,3.1080685,1.7252502,1.3828182,,
91,3015727783857916160,85.67543308974437,0.1033505155120804,-8.254217368224253,0.12868733118692682,2.5037476178887865,0.15635269751354633,0.27360377191501556,0.24474069245144825,-0.044454978158358055,0.23477271104123967,149,5.7535095,264.3707,9,61.03773,17.17111,13.84861,26.455242,1.6408294,2.8555965,1.5184422,1.3371544,,
92,3015728505412356608,85.64835052523884,0.0675485675777141,-8.2505448447785,0.08109179410155143,2.5200470972980495,0.1021756234379141,0.3653700628207326,0.16734813532024306,-0.8599577656429385,0.15577863327410194,176,6.7697783,328.2032,10,74.880455,16.554321,14.604753,27.09994,1.6073402,3.1074495,1.7675934,1.3398561,,
93,3015729158247448320,85.70747676583034,0.07498915901309763,-8.202856999225917,0.08345672415154712,1.995797258796565,0.10560905461742379,0.4615462317276499,0.18511336954151036,-0.4628120677627003,0.18493434403742043,179,3.2885818,242.00836,11,348.30496,17.0423,22.41055,114.347206,1.6588596,3.2676582,1.880127,1.3875313,,
